Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,Laundering Type
2022/08/09 05:14,00952,8139F54E0,0111632,8062C56E0,5331.44,US Dollar,5331.44,US Dollar,ACH,1,STACK
2022/08/13 13:09,0111632,8062C56E0,008456,81363F620,5602.59,US Dollar,5602.59,US Dollar,ACH,1,STACK
2022/08/15 07:40,0118693,823D5EB90,013729,801CF2E60,1400.54,US Dollar,1400.54,US Dollar,ACH,1,STACK
2022/08/15 14:19,013729,801CF2E60,0123621,81A7090F0,1467.94,US Dollar,1467.94,US Dollar,ACH,1,STACK
2022/08/13 12:40,0024750,81363F410,0213834,808757B00,16898.29,US Dollar,16898.29,US Dollar,ACH,1,STACK
2022/08/22 06:34,0213834,808757B00,000,800073EF0,17607.19,US Dollar,17607.19,US Dollar,ACH,1,STACK
2022/08/01 00:19,0134266,814167590,0036925,810E343A0,132713.46,Yuan,132713.46,Yuan,ACH,1,CYCLE
2022/08/01 13:05,0036925,810E343A0,0119211,814AB4F60,18264.20,US Dollar,18264.20,US Dollar,ACH,1,CYCLE
2022/08/03 13:28,0119211,814AB4F60,0132965,81B88A230,14567.69,Euro,14567.69,Euro,ACH,1,CYCLE
2022/08/09 02:32,0132965,81B88A230,0137089,810C71940,114329.26,Yuan,114329.26,Yuan,ACH,1,CYCLE
2022/08/11 07:16,0137089,810C71940,0216618,81D5302D0,14567.69,Euro,14567.69,Euro,ACH,1,CYCLE
2022/08/13 05:09,0216618,81D5302D0,0024083,81836B520,13629.75,Euro,13629.75,Euro,ACH,1,CYCLE
2022/08/15 18:04,0024083,81836B520,0038110,81B868730,97481.96,Yuan,97481.96,Yuan,ACH,1,CYCLE
2022/08/20 08:57,0038110,81B868730,0225015,81C6EA460,14054.71,US Dollar,14054.71,US Dollar,ACH,1,CYCLE
2022/08/22 12:08,0225015,81C6EA460,018112,8045CC910,13718.22,US Dollar,13718.22,US Dollar,ACH,1,CYCLE
2022/08/22 19:53,018112,8045CC910,007818,8037732C0,12908.33,US Dollar,12908.33,US Dollar,ACH,1,CYCLE
2022/08/27 07:10,007818,8037732C0,0121523,80D1BD2F0,10636.75,Euro,10636.75,Euro,ACH,1,CYCLE
2022/08/30 11:54,0121523,80D1BD2F0,0134266,814167590,1378736.88,Yen,1378736.88,Yen,ACH,1,CYCLE
2022/08/01 00:08,026,81A4B0100,0266946,81A4AFE20,687348.59,Ruble,687348.59,Ruble,ACH,1,FAN-IN
2022/08/03 05:11,029,81A4AF9E0,0266946,81A4AFE20,62261.59,Ruble,62261.59,Ruble,ACH,1,FAN-IN
2022/08/05 17:35,0072043,81A4AFC30,0266946,81A4AFE20,1482913.27,Ruble,1482913.27,Ruble,ACH,1,FAN-IN
2022/08/09 02:58,0173481,81C5B3690,0266946,81A4AFE20,761319.02,Ruble,761319.02,Ruble,ACH,1,FAN-IN
2022/08/10 16:00,0275027,81C5B34A0,0266946,81A4AFE20,1253811.74,Ruble,1253811.74,Ruble,ACH,1,FAN-IN
2022/08/13 09:37,0266915,81C3CD2E0,0266946,81A4AFE20,450873.43,Ruble,450873.43,Ruble,ACH,1,FAN-IN
2022/08/19 17:43,0266946,81A2D04C0,0266946,81A4AFE20,675961603689.89,Ruble,675961603689.89,Ruble,ACH,1,FAN-IN
2022/08/30 03:09,026,81C5B2870,0266946,81A4AFE20,1306642.42,Ruble,1306642.42,Ruble,ACH,1,FAN-IN
2022/09/04 12:09,0072043,81A4AFE70,0266946,81A4AFE20,1409305.96,Ruble,1409305.96,Ruble,ACH,1,FAN-IN
2022/08/01 00:08,024583,8061C1E10,0057138,81B11B9C0,90469674.17,US Dollar,90469674.17,US Dollar,ACH,1,CYCLE
2022/08/02 15:10,0057138,81B11B9C0,0018500,8096A9720,90469674.17,US Dollar,90469674.17,US Dollar,ACH,1,CYCLE
2022/08/19 12:06,0018500,8096A9720,0122120,80C6A8560,77206819.93,Euro,77206819.93,Euro,ACH,1,CYCLE
2022/08/23 10:05,0122120,80C6A8560,026967,802F695A0,90469674.17,US Dollar,90469674.17,US Dollar,ACH,1,CYCLE
2022/08/25 11:21,026967,802F695A0,024583,8061C1E10,90469674.17,US Dollar,90469674.17,US Dollar,ACH,1,CYCLE
2022/08/01 00:10,0125344,810E70660,0214872,80651B5B0,11226.65,Euro,11226.65,Euro,ACH,1,GATHER-SCATTER
2022/08/01 09:21,0131458,80DCE6DB0,0214872,80651B5B0,11440.73,Euro,11440.73,Euro,ACH,1,GATHER-SCATTER
2022/08/06 01:57,0212859,808ED0920,0214872,80651B5B0,2317.16,Euro,2317.16,Euro,ACH,1,GATHER-SCATTER
2022/08/20 07:19,0277109,81D3BE660,0214872,80651B5B0,2710.20,Euro,2710.20,Euro,ACH,1,GATHER-SCATTER
2022/08/20 16:11,0026682,80C354EE0,0214872,80651B5B0,2937.53,Euro,2937.53,Euro,ACH,1,GATHER-SCATTER
2022/08/29 16:22,0220538,81C92D9B0,0214872,80651B5B0,333.95,Euro,333.95,Euro,ACH,1,GATHER-SCATTER
2022/09/02 07:22,01924,8005613C0,0214872,80651B5B0,10461.73,Euro,10461.73,Euro,ACH,1,GATHER-SCATTER
2022/09/03 10:20,0123117,812199E60,0214872,80651B5B0,5591.22,Euro,5591.22,Euro,ACH,1,GATHER-SCATTER
2022/09/03 14:58,0214872,80651B5B0,012582,805373C30,5857.92,US Dollar,5857.92,US Dollar,ACH,1,GATHER-SCATTER
2022/09/05 05:20,0214872,80651B5B0,0131185,80D581110,14730.63,US Dollar,14730.63,US Dollar,ACH,1,GATHER-SCATTER
2022/09/05 15:33,0214872,80651B5B0,0024750,80DC08D20,18933.28,US Dollar,18933.28,US Dollar,ACH,1,GATHER-SCATTER
2022/09/08 15:14,0214872,80651B5B0,0252970,818D63A40,6778.88,US Dollar,6778.88,US Dollar,ACH,1,GATHER-SCATTER
2022/09/12 11:49,0214872,80651B5B0,0018184,806B65040,30447.07,Yuan,30447.07,Yuan,ACH,1,GATHER-SCATTER
2022/09/15 14:13,0214872,80651B5B0,0042957,8122A7750,4249.59,US Dollar,4249.59,US Dollar,ACH,1,GATHER-SCATTER
2022/09/18 01:51,0214872,80651B5B0,0014639,809185370,12214.79,Euro,12214.79,Euro,ACH,1,GATHER-SCATTER
2022/09/19 16:40,0214872,80651B5B0,024528,818E4EBA0,9197.51,US Dollar,9197.51,US Dollar,ACH,1,GATHER-SCATTER
2022/09/21 13:43,0214872,80651B5B0,0295119,822CE0270,5848.39,Canadian Dollar,5848.39,Canadian Dollar,ACH,1,GATHER-SCATTER
2022/09/21 16:16,0214872,80651B5B0,024833,80748D450,10850.86,US Dollar,10850.86,US Dollar,ACH,1,GATHER-SCATTER
2022/09/23 05:15,0214872,80651B5B0,0110200,8153501B0,12599.13,US Dollar,12599.13,US Dollar,ACH,1,GATHER-SCATTER
2022/09/26 15:04,0214872,80651B5B0,0249712,8133BA3C0,16726.13,Euro,16726.13,Euro,ACH,1,GATHER-SCATTER
2022/10/03 16:39,0214872,80651B5B0,0023608,813567280,15612.36,US Dollar,15612.36,US Dollar,ACH,1,GATHER-SCATTER
2022/10/04 03:14,0214872,80651B5B0,0235362,80DBE1E40,1818051.94,Euro,1818051.94,Euro,ACH,1,GATHER-SCATTER
2022/10/06 18:35,0214872,80651B5B0,025222,80B90D210,7781.41,US Dollar,7781.41,US Dollar,ACH,1,GATHER-SCATTER
2022/10/06 22:33,0214872,80651B5B0,0015027,811386CF0,12565.89,US Dollar,12565.89,US Dollar,ACH,1,GATHER-SCATTER
2022/08/13 19:51,01213,80084C830,00519,800A985D0,15206.94,Euro,15206.94,Euro,ACH,1,BIPARTITE
2022/08/17 18:16,01553,800BB9C30,01347,80074BD60,2266.59,Euro,2266.59,Euro,ACH,1,BIPARTITE
2022/08/08 14:40,02776,800D01610,00718,800496D30,13525.85,US Dollar,13525.85,US Dollar,ACH,1,BIPARTITE
2022/08/18 00:08,00357,8002FBC20,011054,800C1C130,13065.12,Euro,13065.12,Euro,ACH,1,BIPARTITE
2022/08/01 06:11,02310,800279EA0,01213,800509260,8707.67,Euro,8707.67,Euro,ACH,1,BIPARTITE
2022/08/11 18:06,01553,80085E8B0,011081,8007E1A10,17618.21,US Dollar,17618.21,US Dollar,ACH,1,BIPARTITE
2022/08/02 19:32,00867,80062BE20,021,8006A5050,118150.60,Yuan,118150.60,Yuan,ACH,1,BIPARTITE
2022/08/08 12:47,001148,80074D820,021617,800DF8C10,5117406.94,Euro,5117406.94,Euro,ACH,1,BIPARTITE
2022/08/01 00:44,0251958,81317DE50,0055690,814D07C80,1418289.25,Yen,1418289.25,Yen,ACH,1,CYCLE
2022/08/30 09:42,0055690,814D07C80,0118693,807400F80,14188.02,US Dollar,14188.02,US Dollar,ACH,1,CYCLE
2022/08/23 02:34,0118693,807400F80,002396,8116D7BA0,13126.68,Euro,13126.68,Euro,ACH,1,CYCLE
2022/08/04 16:43,002396,8116D7BA0,0112979,808597000,13052.46,Euro,13052.46,Euro,ACH,1,CYCLE
2022/08/29 14:47,0112979,808597000,018781,803AEDEB0,12221.46,Euro,12221.46,Euro,ACH,1,CYCLE
2022/08/20 20:08,018781,803AEDEB0,02464,80796D2B0,12631.04,Euro,12631.04,Euro,ACH,1,CYCLE
2022/08/13 20:00,02464,80796D2B0,0123000,80D88D680,11764.25,Euro,11764.25,Euro,ACH,1,CYCLE
2022/08/29 07:57,0123000,80D88D680,0251958,81317DE50,1452954.80,Yen,1452954.80,Yen,ACH,1,CYCLE
2022/08/01 00:39,0272142,81C387B50,0074621,81C387820,774265.27,Ruble,774265.27,Ruble,ACH,1,FAN-IN
2022/08/01 19:19,0272142,81ACBE4A0,0074621,81C387820,1182157.97,Ruble,1182157.97,Ruble,ACH,1,FAN-IN
2022/08/14 21:34,0293977,8232A24D0,0295764,823DD25D0,2601.74,UK Pound,2601.74,UK Pound,ACH,1,STACK
2022/09/09 17:03,0295764,823DD25D0,0293977,8232A24D0,2585.21,UK Pound,2585.21,UK Pound,ACH,1,STACK
2022/08/04 15:34,0095274,823DD2B80,0297435,823DD2F90,13289.99,UK Pound,13289.99,UK Pound,ACH,1,STACK
2022/08/13 14:41,0297435,823DD2F90,0097075,823DD2390,13289.99,UK Pound,13289.99,UK Pound,ACH,1,STACK
2022/08/01 00:52,018824,8057DE230,0224668,80EF3EEE0,16264.08,Yuan,16264.08,Yuan,ACH,1,FAN-OUT
2022/08/05 13:10,018824,8057DE230,02310,802850070,5749.51,US Dollar,5749.51,US Dollar,ACH,1,FAN-OUT
2022/08/14 09:20,018824,8057DE230,011054,80128D900,21157441.34,Euro,21157441.34,Euro,ACH,1,FAN-OUT
2022/08/16 04:08,018824,8057DE230,0115290,815EEA7F0,1819.85,US Dollar,1819.85,US Dollar,ACH,1,FAN-OUT
2022/08/20 02:02,018824,8057DE230,0216924,808C676A0,10269.15,Euro,10269.15,Euro,ACH,1,FAN-OUT
2022/08/22 00:12,018824,8057DE230,000,8006699C0,14276.13,US Dollar,14276.13,US Dollar,ACH,1,FAN-OUT
2022/08/22 19:36,018824,8057DE230,025644,8116C4770,10813.94,US Dollar,10813.94,US Dollar,ACH,1,FAN-OUT
2022/08/01 00:36,0118247,80C104C20,0253246,81432DBB0,1046209.10,Yen,1046209.10,Yen,ACH,1,FAN-OUT
2022/08/04 05:24,0118247,80C104C20,004292,801DBAF30,3952.48,US Dollar,3952.48,US Dollar,ACH,1,FAN-OUT
2022/08/06 13:46,0118247,80C104C20,015123,80EC7B200,164.86,US Dollar,164.86,US Dollar,ACH,1,FAN-OUT
2022/08/06 14:35,0118247,80C104C20,0254463,817800D20,12331.85,US Dollar,12331.85,US Dollar,ACH,1,FAN-OUT
2022/08/17 01:40,0118247,80C104C20,007098,80B1C0D70,3035.62,US Dollar,3035.62,US Dollar,ACH,1,FAN-OUT
2022/08/18 14:03,0118247,80C104C20,0137768,814150AF0,1917130.14,Yen,1917130.14,Yen,ACH,1,FAN-OUT
2022/08/21 09:47,0118247,80C104C20,0217017,812701AA0,752.45,Euro,752.45,Euro,ACH,1,FAN-OUT
2022/08/23 17:31,0118247,80C104C20,01938,80BB2E7E0,3873.59,Euro,3873.59,Euro,ACH,1,FAN-OUT
2022/08/28 14:53,0118247,80C104C20,0250895,81350C280,1766550.35,Yen,1766550.35,Yen,ACH,1,FAN-OUT
2022/08/29 22:18,0118247,80C104C20,0253012,8144D9D00,1535882.97,Yen,1535882.97,Yen,ACH,1,FAN-OUT
2022/09/01 12:22,0118247,80C104C20,022257,80490F5C0,6945.47,Euro,6945.47,Euro,ACH,1,FAN-OUT
2022/09/01 21:35,0118247,80C104C20,0040713,80FB96210,131119.84,Yuan,131119.84,Yuan,ACH,1,FAN-OUT
2022/08/01 01:50,020,8001401D0,0113,8000DBA70,879.77,Brazil Real,879.77,Brazil Real,ACH,1,FAN-OUT
2022/08/05 15:07,020,8001401D0,012,80010D750,4968.99,Euro,4968.99,Euro,ACH,1,FAN-OUT
2022/08/10 09:05,020,8001401D0,012,80007D060,7855.14,Euro,7855.14,Euro,ACH,1,FAN-OUT
2022/08/17 09:06,020,8001401D0,011,80011A420,12292.30,US Dollar,12292.30,US Dollar,ACH,1,FAN-OUT
2022/08/19 17:19,020,8001401D0,001,8000788D0,6444.84,Euro,6444.84,Euro,ACH,1,FAN-OUT
